PERMNO,date,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,SHRCLS,HSICCD,CUSIP,DLPRC,DLRET,PRC,RET,SHROUT,CFACPR,CFACSHR,sprtrn
10107,2012-01-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,29.53,0.137519,8390771.0,1.0,1.0,0.043583
10107,2012-02-29,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,31.74,0.081612,8390771.0,1.0,1.0,0.040589
10107,2012-03-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,32.255,0.016226,8400000.0,1.0,1.0,0.031332
10107,2012-04-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,32.015,-0.007441,8400866.0,1.0,1.0,-0.007497
10107,2012-05-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,29.19,-0.081993,8400866.0,1.0,1.0,-0.062651
10107,2012-06-29,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,30.59,0.047962,8381000.0,1.0,1.0,0.039555
10107,2012-07-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,29.47,-0.036613,8383397.0,1.0,1.0,0.012598
10107,2012-08-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,30.82,0.052596,8383397.0,1.0,1.0,0.019763
10107,2012-09-28,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,29.76,-0.034393,8422000.0,1.0,1.0,0.024236
10107,2012-10-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,28.54,-0.040995,8416462.0,1.0,1.0,-0.019789
10107,2012-11-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,26.615,-0.059390,8416462.0,1.0,1.0,0.002847
10107,2012-12-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,26.7097,0.003558,8374000.0,1.0,1.0,0.007068
10107,2013-01-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,27.45,0.027717,8376245.0,1.0,1.0,0.050428
10107,2013-02-28,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,27.8,0.021129,8376245.0,1.0,1.0,0.011061
10107,2013-03-28,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,28.605,0.028957,8349000.0,1.0,1.0,0.035988
10107,2013-04-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,33.1,0.157140,8351107.0,1.0,1.0,0.018086
10107,2013-05-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,34.9,0.061329,8351107.0,1.0,1.0,0.020763
10107,2013-06-28,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,34.545,-0.010172,8328000.0,1.0,1.0,-0.014999
10107,2013-07-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,31.84,-0.078304,8329956.0,1.0,1.0,0.049462
10107,2013-08-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,33.4,0.056219,8329956.0,1.0,1.0,-0.031298
10107,2013-09-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,33.28,-0.003593,8346000.0,1.0,1.0,0.029749
10107,2013-10-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,35.405,0.063852,8347968.0,1.0,1.0,0.044596
10107,2013-11-29,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,38.13,0.084875,8347968.0,1.0,1.0,0.028049
10107,2013-12-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,37.41,-0.018883,8300000.0,1.0,1.0,0.023563
10107,2014-01-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,37.84,0.011494,8300724.0,1.0,1.0,-0.035583
10107,2014-02-28,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,38.31,0.019820,8300724.0,1.0,1.0,0.043117
10107,2014-03-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,40.99,0.069956,8260000.0,1.0,1.0,0.006932
10107,2014-04-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,40.4,-0.014394,8260412.0,1.0,1.0,0.006201
10107,2014-05-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,40.94,0.020297,8260412.0,1.0,1.0,0.02103
10107,2014-06-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,41.7,0.018564,8239000.0,1.0,1.0,0.019058
10107,2014-07-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,43.16,0.035012,8239849.0,1.0,1.0,-0.01508
10107,2014-08-29,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,45.43,0.059082,8239849.0,1.0,1.0,0.037655
10107,2014-09-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,46.36,0.020471,8255024.0,1.0,1.0,-0.015514
10107,2014-10-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,46.95,0.012726,8242853.0,1.0,1.0,0.023201
10107,2014-11-28,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,47.81,0.024920,8242853.0,1.0,1.0,0.024534
10107,2014-12-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,46.45,-0.028446,8218000.0,1.0,1.0,-0.004189
10107,2015-01-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,40.4,-0.130248,8203785.0,1.0,1.0,-0.031041
10107,2015-02-27,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,43.85,0.093069,8203785.0,1.0,1.0,0.054893
10107,2015-03-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,40.655,-0.072862,8113000.0,1.0,1.0,-0.017396
10107,2015-04-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,48.64,0.196409,8089575.0,1.0,1.0,0.008521
10107,2015-05-29,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,46.86,-0.030222,8089575.0,1.0,1.0,0.010491
10107,2015-06-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,44.15,-0.057832,8027000.0,1.0,1.0,-0.021012
10107,2015-07-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,46.7,0.057758,7997981.0,1.0,1.0,0.019742
10107,2015-08-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,43.52,-0.061456,7997981.0,1.0,1.0,-0.062581
10107,2015-09-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,44.26,0.017004,7986000.0,1.0,1.0,-0.026443
10107,2015-10-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,52.64,0.189336,7987913.0,1.0,1.0,0.082983
10107,2015-11-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,54.35,0.039324,7987913.0,1.0,1.0,0.000505
10107,2015-12-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,55.48,0.020791,7925000.0,1.0,1.0,-0.01753
10107,2016-01-29,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,55.09,-0.007030,7909303.0,1.0,1.0,-0.050735
10107,2016-02-29,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,50.88,-0.069886,7909303.0,1.0,1.0,-0.004128
10107,2016-03-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,55.23,0.085495,7870000.0,1.0,1.0,0.065991
10107,2016-04-29,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,49.87,-0.097049,7860467.0,1.0,1.0,0.002699
10107,2016-05-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,53.0,0.069982,7860467.0,1.0,1.0,0.015329
10107,2016-06-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,51.17,-0.034528,7808000.0,1.0,1.0,0.000906
10107,2016-07-29,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,56.68,0.107680,7792515.0,1.0,1.0,0.03561
10107,2016-08-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,57.46,0.020113,7792515.0,1.0,1.0,-0.001219
10107,2016-09-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,57.6,0.002436,7779737.0,1.0,1.0,-0.001234
10107,2016-10-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,59.92,0.040278,7775351.0,1.0,1.0,-0.019426
10107,2016-11-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,60.26,0.012183,7775351.0,1.0,1.0,0.034174
10107,2016-12-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,62.14,0.031198,7730000.0,1.0,1.0,0.018201
10107,2017-01-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,64.65,0.040393,7727530.0,1.0,1.0,0.017884
10107,2017-02-28,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,63.98,-0.004331,7727530.0,1.0,1.0,0.037198
10107,2017-03-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,65.86,0.029384,7723000.0,1.0,1.0,-0.000389
10107,2017-04-28,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,68.46,0.039478,7720515.0,1.0,1.0,0.009091
10107,2017-05-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,69.84,0.025854,7720515.0,1.0,1.0,0.011576
10107,2017-06-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,68.93,-0.013030,7708000.0,1.0,1.0,0.004814
10107,2017-07-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,72.7,0.054693,7702244.0,1.0,1.0,0.019349
10107,2017-08-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,74.77,0.033838,7702244.0,1.0,1.0,0.000546
10107,2017-09-29,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,74.49,-0.003745,7715433.0,1.0,1.0,0.019303
10107,2017-10-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,83.18,0.116660,7714590.0,1.0,1.0,0.022188
10107,2017-11-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,84.17,0.016951,7714590.0,1.0,1.0,0.028083
10107,2017-12-29,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,85.54,0.016277,7705000.0,1.0,1.0,0.009832
10107,2018-01-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,95.01,0.110708,7699793.0,1.0,1.0,0.056179
10107,2018-02-28,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,93.77,-0.008631,7699793.0,1.0,1.0,-0.038947
10107,2018-03-29,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,91.27,-0.026661,7690000.0,1.0,1.0,-0.026885
10107,2018-04-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,93.52,0.024652,7683198.0,1.0,1.0,0.002719
10107,2018-05-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,98.84,0.061377,7683198.0,1.0,1.0,0.021608
10107,2018-06-29,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,98.61,-0.002327,7677000.0,1.0,1.0,0.004842
10107,2018-07-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,106.08,0.075753,7668217.0,1.0,1.0,0.036022
10107,2018-08-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,112.33,0.062877,7668217.0,1.0,1.0,0.030263
10107,2018-09-28,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,114.37,0.018161,7680000.0,1.0,1.0,0.004294
10107,2018-10-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,106.81,-0.066101,7676219.0,1.0,1.0,-0.069403
10107,2018-11-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,110.89,0.042505,7676219.0,1.0,1.0,0.017859
10107,2018-12-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,101.57,-0.084047,7683000.0,1.0,1.0,-0.091777
10107,2019-01-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,104.43,0.028158,7672213.0,1.0,1.0,0.078684
10107,2019-02-28,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,112.03,0.077181,7672213.0,1.0,1.0,0.029729
10107,2019-03-29,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,117.94,0.052754,7666000.0,1.0,1.0,0.017924
10107,2019-04-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,130.60001,0.107343,7662818.0,1.0,1.0,0.039313
10107,2019-05-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,123.68,-0.049464,7662818.0,1.0,1.0,-0.065778
10107,2019-06-28,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,133.96001,0.083118,7643000.0,1.0,1.0,0.06893
10107,2019-07-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,136.27,0.017244,7635409.0,1.0,1.0,0.013128
10107,2019-08-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,137.86,0.015044,7635409.0,1.0,1.0,-0.018092
10107,2019-09-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,139.03,0.008487,7634000.0,1.0,1.0,0.017181
10107,2019-10-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,143.37,0.031216,7628806.0,1.0,1.0,0.020432
10107,2019-11-29,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,151.38,0.059427,7628806.0,1.0,1.0,0.034047
10107,2019-12-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,157.7,0.041749,7611000.0,1.0,1.0,0.02859
10107,2020-01-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,170.23,0.079455,7606047.0,1.0,1.0,-0.001628
10107,2020-02-28,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,162.00999,-0.045292,7606047.0,1.0,1.0,-0.08411
10107,2020-03-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,157.71001,-0.026541,7590000.0,1.0,1.0,-0.125119
10107,2020-04-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,179.21001,0.136326,7583440.0,1.0,1.0,0.126844
10107,2020-05-29,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,183.25,0.025389,7583440.0,1.0,1.0,0.045282
10107,2020-06-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,203.50999,0.110559,7571000.0,1.0,1.0,0.018388
10107,2020-07-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,205.00999,0.007371,7567653.0,1.0,1.0,0.055101
10107,2020-08-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,225.53,0.102580,7567653.0,1.0,1.0,0.070065
10107,2020-09-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,210.33,-0.067397,7564000.0,1.0,1.0,-0.039228
10107,2020-10-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,202.47,-0.037370,7560496.0,1.0,1.0,-0.027666
10107,2020-11-30,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,214.07001,0.060058,7560496.0,1.0,1.0,0.107546
10107,2020-12-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,222.42,0.039006,7546000.0,1.0,1.0,0.037121
10107,2021-01-29,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,231.96001,0.042892,7542216.0,1.0,1.0,-0.011137
10107,2021-02-26,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,,,232.38,0.004225,7542216.0,1.0,1.0,0.026091
10107,2021-03-31,11.0,3.0,7370.0,59491810,MSFT,MICROSOFT CORP,,7370,59491810,0.0,A,235.77,0.014588,7542216.0,1.0,1.0,0.042439
13407,2012-05-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,29.6,C,633492.0,1.0,1.0,-0.062651
13407,2012-06-29,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,31.095,0.050507,641000.0,1.0,1.0,0.039555
13407,2012-07-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,21.71,-0.301817,674605.0,1.0,1.0,0.012598
13407,2012-08-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,18.058,-0.168217,674605.0,1.0,1.0,0.019763
13407,2012-09-28,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,21.66,0.199468,949000.0,1.0,1.0,0.024236
13407,2012-10-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,21.11,-0.025392,949000.0,1.0,1.0,-0.019789
13407,2012-11-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,28.0,0.326386,949000.0,1.0,1.0,0.002847
13407,2012-12-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,26.6197,-0.049296,1671000.0,1.0,1.0,0.007068
13407,2013-01-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,30.981,0.163837,1684185.0,1.0,1.0,0.050428
13407,2013-02-28,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,27.25,-0.120429,1684185.0,1.0,1.0,0.011061
13407,2013-03-28,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,25.58,-0.061284,1740598.0,1.0,1.0,0.035988
13407,2013-04-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,27.769,0.085575,1749622.0,1.0,1.0,0.018086
13407,2013-05-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,24.348,-0.123195,1749622.0,1.0,1.0,0.020763
13407,2013-06-28,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,24.88,0.021850,1813000.0,1.0,1.0,-0.014999
13407,2013-07-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,36.8,0.479100,1817515.0,1.0,1.0,0.049462
13407,2013-08-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,41.294,0.122120,1817515.0,1.0,1.0,-0.031298
13407,2013-09-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,50.23,0.216400,1869000.0,1.0,1.0,0.029749
13407,2013-10-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,50.205,-0.000498,1874048.0,1.0,1.0,0.044596
13407,2013-11-29,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,47.01,-0.063639,1874048.0,1.0,1.0,0.028049
13407,2013-12-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,54.649,0.162497,1970000.0,1.0,1.0,0.023563
13407,2014-01-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,62.57,0.144943,1975722.0,1.0,1.0,-0.035583
13407,2014-02-28,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,68.46,0.094135,1989640.0,1.0,1.0,0.043117
13407,2014-03-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,60.24,-0.120070,1991000.0,1.0,1.0,0.006932
13407,2014-04-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,59.78,-0.007636,1993730.0,1.0,1.0,0.006201
13407,2014-05-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,63.3,0.058883,1993730.0,1.0,1.0,0.02103
13407,2014-06-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,67.29,0.063033,2013000.0,1.0,1.0,0.019058
13407,2014-07-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,72.65,0.079655,2015048.0,1.0,1.0,-0.01508
13407,2014-08-29,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,74.82,0.029869,2015048.0,1.0,1.0,0.037655
13407,2014-09-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,79.04,0.056402,2044000.0,1.0,1.0,-0.015514
13407,2014-10-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,74.99,-0.051240,2223936.0,1.0,1.0,0.023201
13407,2014-11-28,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,77.7,0.036138,2223936.0,1.0,1.0,0.024534
13407,2014-12-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,78.02,0.004118,2221000.0,1.0,1.0,-0.004189
13407,2015-01-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,75.91,-0.027044,2236334.0,1.0,1.0,-0.031041
13407,2015-02-27,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,78.97,0.040311,2236334.0,1.0,1.0,0.054893
13407,2015-03-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,82.215,0.041091,2246824.0,1.0,1.0,-0.017396
13407,2015-04-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,78.77,-0.041902,2248897.0,1.0,1.0,0.008521
13407,2015-05-29,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,79.19,0.005332,2248897.0,1.0,1.0,0.010491
13407,2015-06-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,85.765,0.083028,2246000.0,1.0,1.0,-0.021012
13407,2015-07-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,94.01,0.096135,2259737.0,1.0,1.0,0.019742
13407,2015-08-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,89.43,-0.048718,2259737.0,1.0,1.0,-0.062581
13407,2015-09-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,89.9,0.005256,2259000.0,1.0,1.0,-0.026443
13407,2015-10-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,101.97,0.134260,2259000.0,1.0,1.0,0.082983
13407,2015-11-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,104.24,0.022261,2270457.0,1.0,1.0,0.000505
13407,2015-12-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,104.66,0.004029,2294940.0,1.0,1.0,-0.01753
13407,2016-01-29,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,112.21,0.072138,2294940.0,1.0,1.0,-0.050735
13407,2016-02-29,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,106.92,-0.047144,2294940.0,1.0,1.0,-0.004128
13407,2016-03-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,114.1,0.067153,2311053.0,1.0,1.0,0.065991
13407,2016-04-29,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,117.58,0.030500,2311865.0,1.0,1.0,0.002699
13407,2016-05-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,118.81,0.010461,2311865.0,1.0,1.0,0.015329
13407,2016-06-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,114.28,-0.038128,2316000.0,1.0,1.0,0.000906
13407,2016-07-29,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,123.94,0.084529,2322959.0,1.0,1.0,0.03561
13407,2016-08-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,126.12,0.017589,2322959.0,1.0,1.0,-0.001219
13407,2016-09-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,128.27,0.017047,2331000.0,1.0,1.0,-0.001234
13407,2016-10-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,130.99001,0.021205,2340825.0,1.0,1.0,-0.019426
13407,2016-11-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,118.42,-0.095962,2340825.0,1.0,1.0,0.034174
13407,2016-12-30,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,115.05,-0.028458,2354000.0,1.0,1.0,0.018201
13407,2017-01-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,130.32001,0.132725,2355168.0,1.0,1.0,0.017884
13407,2017-02-28,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,135.53999,0.040055,2355168.0,1.0,1.0,0.037198
13407,2017-03-31,11.0,3.0,7375.0,30303M10,FB,FACEBOOK INC,A,7375,30303M10,,,142.05,0.048030,2364340.0,1.0,1.0,-0.000389
